,Date,Article,Page_url,Source
13664,2020-04-04 15:44:46+00:00,Balance required between necessary lockdown & need to allow people access essential supplies: Omar,https://www.business-standard.com/article/pti-stories/balance-required-between-necessary-lockdown-need-to-allow-people-access-essential-supplies-omar-120032901155_1.html,http://www.business-standard.com/
13665,2020-04-04 15:44:44+00:00,"Covid-19: KMPDU tells State to hire 1,000 doctors",https://www.standardmedia.co.ke/article/2001366875/covid-19-kmpdu-tells-state-to-hire-1-000-doctors,http://www.standardmedia.co.ke/
13666,2020-04-04 15:44:39+00:00,"De Blasio pleads for ‘national mobilization’ of doctors, nurses to fight coronavirus",https://nypost.com/2020/04/04/de-blasio-pleads-for-national-mobilization-to-fight-coronavirus/,http://nypost.com/
13667,2020-04-04 15:44:38+00:00,Victoria Beckham: David Beckham's wife says son is in 'lockdown' abroad amid coronavirus,https://www.express.co.uk/celebrity-news/1261054/victoria-beckham-instagram-coronavirus-covid-19-david-beckham-brooklyn-beckham-son-latest,http://www.express.co.uk/
13668,2020-04-04 15:44:38+00:00,"Liverpool Women: Vicky Jepson on recruitment, isolation & Zoom",http://www.bbc.co.uk/sport/football/52166668,http://www.bbc.co.uk/
13669,2020-04-04 15:44:35+00:00,Coronavirus impact: 2 patients test positive for COVID-19 at Sir Ganga Ram hospital; 108 staff quarantined,https://www.moneycontrol.com/news/health/coronavirus-impact-2-patients-test-positive-for-covid-19-at-sir-ganga-ram-hospital-108-staff-quarantined_13644541.html,http://www.moneycontrol.com/
13670,2020-04-04 15:44:32+00:00,"Using his 'tracer bullet' cliche, Ravi Shastri tells people to stay indoors and beat coronavirus - Times of India",https://timesofindia.indiatimes.com/sports/cricket/news/using-his-tracer-bullet-cliche-ravi-shastri-tells-people-to-stay-indoors-and-beat-coronavirus/articleshow/74874575.cms,http://timesofindia.indiatimes.com/
13671,2020-04-04 15:44:31+00:00,Coronavirus: 44th doctor dies - English,http://www.ansa.it/english/news/general_news/2020/03/27/coronavirus-44th-doctor-dies_e304abf2-9892-41f5-9396-e88fca206d3c.html,http://www.ansa.it/
13672,2020-04-04 15:43:34+00:00,"A Week In Dallas, TX, On A $42,000 Salary",https://news.yahoo.com/week-dallas-tx-42-000-153049781.html,http://news.yahoo.com/
13673,2020-04-04 15:43:31+00:00,Houston farmers markets persevere despite coronavirus,http://feeds.bizjournals.com/~r/bizj_houston/~3/9n4BvH60FUA/houston-farmers-markets-coronavirus.html,http://www.bizjournals.com/
13674,2020-04-04 15:43:25+00:00,Liverpool furlough non-playing staff amid COVID-19 pandemic,http://feeds.reuters.com/~r/reuters/UKSportsNews/~3/R5HAHKuTfwo/liverpool-furlough-non-playing-staff-amid-covid-19-pandemic-idUKKBN21M0KC,http://reuters.com/
13675,2020-04-04 15:43:19+00:00,Democrats are outraged at Trump’s late night firing of intelligence community watchdog,https://www.washingtonpost.com/politics/2020/04/04/democrats-are-outraged-trumps-late-night-firing-intelligence-community-watchdog/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,http://www.washingtonpost.com/
13676,2020-04-04 15:43:02+00:00,Liverpool furlough staff affected by Premier League suspension | Goal.com,http://www.goal.com/en/news/liverpool-furlough-staff-affected-by-premier-league/1mnmo75u0wxeo1s0idwyq2glz6,http://www.goal.com/
13677,2020-04-04 15:43:00+00:00,West Virginia gov tightens virus restrictions for 3 counties,https://www.sfgate.com/news/article/West-Virginia-gov-tightens-virus-restrictions-for-15179115.php,http://www.sfgate.com/
13678,2020-04-04 15:42:51+00:00,'The scary things that this virus can do': Doctors across NYC share the harrowing reality of caring for oxygen-starved coronavirus patients as equipment runs short,https://www.businessinsider.com/nyc-hospitals-are-filled-with-coronavirus-patients-shortages-loom-2020-4,http://www.businessinsider.com/
13679,2020-04-04 15:42:13+00:00,PCB Not To Issue NOCs For Ramadan Cricket,https://www.urdupoint.com/en/sports/pcb-not-to-issue-nocs-for-ramadan-cricket-883815.html,https://www.urdupoint.com/
13680,2020-04-04 15:42:13+00:00,"Russian Scientists Receive COVID-19 Strain From Australia, Thailand To Test Vaccines",https://www.urdupoint.com/en/world/russian-scientists-receive-covid-19-strain-fr-883727.html,https://www.urdupoint.com/
13681,2020-04-04 15:42:13+00:00,114 Zaireen From DIK Qurantine Departed For Home Districts: Ajmal Wazir,https://www.urdupoint.com/en/pakistan/114-zaireen-from-dik-qurantine-departed-for-h-883728.html,https://www.urdupoint.com/
13682,2020-04-04 15:42:13+00:00,Rotary Club Starts Preparing Safety Dress For Medical Staff,https://www.urdupoint.com/en/pakistan/rotary-club-starts-preparing-safety-dress-for-883726.html,https://www.urdupoint.com/
13683,2020-04-04 15:42:01+00:00,The Latest: Tajikistan starts soccer season,https://abcnews.go.com/Sports/wireStory/latest-tajikistan-starts-soccer-season-69977405,http://abcnews.go.com/
13684,2020-04-04 15:41:57+00:00,"NY to send troops for ventilators as death toll nears 3,000",https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9UFpwQ25EVnNPLVnSAQA?oc=5,https://news.google.com/
13685,2020-04-04 15:41:49+00:00,Porn stars and sex workers are denied coronavirus stimulus aid from Trump $2trillion bailout,https://www.thesun.co.uk/news/11328332/porn-no-coronavirus-stimulus-checks-donald-trump/,http://www.thesun.co.uk/
13686,2020-04-04 15:40:27+00:00,Enugu commissioner for health dies,https://www.lindaikejisblog.com/2020/4/enugu-commissioner-for-health-dies.html,https://www.lindaikejisblog.com/
13687,2020-04-04 15:40:27+00:00,Coronavirus: Wedding ceremony of Jigawa Governor's nieces attended by only 7 people (photos),https://www.lindaikejisblog.com/2020/4/coronavirus-wedding-ceremony-of-jigawa-governors-nieces-attended-by-only-7-people-photos.html,https://www.lindaikejisblog.com/
13688,2020-04-04 15:40:27+00:00,Missing Osun Coronavirus patient finally apprehended,http://www.lindaikejisblog.com/2020/4/missing-osun-coronavirus-patient-finally-apprehended.html,https://www.lindaikejisblog.com/
13689,2020-04-04 15:40:27+00:00,French doctor apologizes after asking for new Coronavirus drug to be tested in Africa,http://www.lindaikejisblog.com/2020/4/french-doctor-apologizes-after-asking-for-new-coronavirus-drug-to-be-tested-in-africa.html,https://www.lindaikejisblog.com/
13690,2020-04-04 15:40:27+00:00,Coronavirus deaths is caused by 5G network - Dino Melaye (video),http://www.lindaikejisblog.com/2020/4/coronavirus-deaths-is-caused-by-5g-network-dino-melaye-video.html,https://www.lindaikejisblog.com/
13691,2020-04-04 15:40:22+00:00,Chris Evans Wishes Robert Downey Jr a Happy Birthday with Classic Avengers: Endgame Line,https://comicbook.com/marvel/2020/04/04/chris-evans-robert-downey-jr-happy-birthday-avengers-endgame-lin/,http://comicbook.com/
